date,route_id,vessel_type,contract_type,estimated_rate_usd_mt,price_premium_pct,volume_commitment_mt,data_type
2026-07-27,KALIMANTAN_ID_GANGAVARAM,PANAMAX,COA_3M,10.48,2.0,210000,SCENARIO
2026-07-27,KALIMANTAN_ID_GANGAVARAM,PANAMAX,COA_6M,10.78,5.0,420000,SCENARIO
2026-07-27,KALIMANTAN_ID_GANGAVARAM,PANAMAX,COA_12M,11.09,8.0,840000,SCENARIO
2026-07-27,KALIMANTAN_ID_GANGAVARAM,PANAMAX,SPOT,10.74,0.0,70000,SCENARIO
2026-07-27,KALIMANTAN_ID_GANGAVARAM,PANAMAX,COA_3M,10.95,2.0,210000,SCENARIO
2026-07-27,KALIMANTAN_ID_GANGAVARAM,PANAMAX,COA_6M,11.28,5.0,420000,SCENARIO
2026-07-27,KALIMANTAN_ID_GANGAVARAM,PANAMAX,COA_12M,11.6,8.0,840000,SCENARIO
2026-07-27,KALIMANTAN_ID_GANGAVARAM,SUPRAMAX,SPOT,12.13,0.0,50000,SCENARIO
2026-07-27,KALIMANTAN_ID_GANGAVARAM,SUPRAMAX,COA_3M,12.37,2.0,150000,SCENARIO
2026-07-27,KALIMANTAN_ID_GANGAVARAM,SUPRAMAX,COA_6M,12.74,5.0,300000,SCENARIO
2026-07-27,KALIMANTAN_ID_GANGAVARAM,SUPRAMAX,COA_12M,13.1,8.0,600000,SCENARIO
2026-07-27,KALIMANTAN_ID_GOPALPUR,HANDYSIZE,SPOT,15.26,0.0,32000,SCENARIO
2026-07-27,KALIMANTAN_ID_GOPALPUR,HANDYSIZE,COA_3M,15.57,2.0,96000,SCENARIO
2026-07-27,KALIMANTAN_ID_GOPALPUR,HANDYSIZE,COA_6M,16.02,5.0,192000,SCENARIO
2026-07-27,KALIMANTAN_ID_GOPALPUR,HANDYSIZE,COA_12M,16.48,8.0,384000,SCENARIO
2026-07-27,KALIMANTAN_ID_GOPALPUR,PANAMAX,SPOT,11.14,0.0,70000,SCENARIO
2026-07-27,KALIMANTAN_ID_GOPALPUR,PANAMAX,COA_3M,11.36,2.0,210000,SCENARIO
2026-07-27,KALIMANTAN_ID_GOPALPUR,PANAMAX,COA_6M,11.7,5.0,420000,SCENARIO
2026-07-27,KALIMANTAN_ID_GOPALPUR,PANAMAX,COA_12M,12.03,8.0,840000,SCENARIO
2026-07-27,KALIMANTAN_ID_GOPALPUR,SUPRAMAX,SPOT,12.6,0.0,50000,SCENARIO
2026-07-27,KALIMANTAN_ID_GOPALPUR,SUPRAMAX,COA_3M,12.85,2.0,150000,SCENARIO
2026-07-27,KALIMANTAN_ID_GOPALPUR,SUPRAMAX,COA_6M,13.23,5.0,300000,SCENARIO
2026-07-27,KALIMANTAN_ID_GOPALPUR,SUPRAMAX,COA_12M,13.61,8.0,600000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,HANDYSIZE,SPOT,15.35,0.0,32000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,HANDYSIZE,COA_3M,15.66,2.0,96000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,HANDYSIZE,COA_6M,16.12,5.0,192000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,HANDYSIZE,COA_12M,16.58,8.0,384000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,PANAMAX,SPOT,10.71,0.0,70000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,PANAMAX,COA_3M,10.92,2.0,210000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,PANAMAX,COA_6M,11.25,5.0,420000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,PANAMAX,COA_12M,11.57,8.0,840000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,PANAMAX,SPOT,11.2,0.0,70000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,PANAMAX,COA_3M,11.42,2.0,210000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,PANAMAX,COA_6M,11.76,5.0,420000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,PANAMAX,COA_12M,12.1,8.0,840000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,SUPRAMAX,SPOT,12.66,0.0,50000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,SUPRAMAX,COA_3M,12.91,2.0,150000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,SUPRAMAX,COA_6M,13.29,5.0,300000,SCENARIO
2026-07-27,KALIMANTAN_ID_PARADIP,SUPRAMAX,COA_12M,13.67,8.0,600000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,HANDYSIZE,SPOT,16.07,0.0,32000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,HANDYSIZE,COA_3M,16.39,2.0,96000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,HANDYSIZE,COA_6M,16.87,5.0,192000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,HANDYSIZE,COA_12M,17.36,8.0,384000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,PANAMAX,SPOT,11.2,0.0,70000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,PANAMAX,COA_3M,11.42,2.0,210000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,PANAMAX,COA_6M,11.76,5.0,420000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,PANAMAX,COA_12M,12.1,8.0,840000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,PANAMAX,SPOT,11.7,0.0,70000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,PANAMAX,COA_3M,11.93,2.0,210000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,PANAMAX,COA_6M,12.29,5.0,420000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,PANAMAX,COA_12M,12.64,8.0,840000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,SUPRAMAX,SPOT,13.26,0.0,50000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,SUPRAMAX,COA_3M,13.53,2.0,150000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,SUPRAMAX,COA_6M,13.92,5.0,300000,SCENARIO
2026-07-27,KALIMANTAN_ID_SANDHEADS,SUPRAMAX,COA_12M,14.32,8.0,600000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,HANDYSIZE,SPOT,15.12,0.0,32000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,HANDYSIZE,COA_3M,15.42,2.0,96000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,HANDYSIZE,COA_6M,15.88,5.0,192000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,HANDYSIZE,COA_12M,16.33,8.0,384000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,PANAMAX,SPOT,10.56,0.0,70000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,PANAMAX,COA_3M,10.77,2.0,210000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,PANAMAX,COA_6M,11.09,5.0,420000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,PANAMAX,COA_12M,11.4,8.0,840000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,PANAMAX,SPOT,11.04,0.0,70000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,PANAMAX,COA_3M,11.26,2.0,210000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,PANAMAX,COA_6M,11.59,5.0,420000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,PANAMAX,COA_12M,11.92,8.0,840000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,SUPRAMAX,SPOT,12.49,0.0,50000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,SUPRAMAX,COA_3M,12.74,2.0,150000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,SUPRAMAX,COA_6M,13.11,5.0,300000,SCENARIO
2026-07-27,KALIMANTAN_ID_VIZAG,SUPRAMAX,COA_12M,13.49,8.0,600000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,HANDYSIZE,SPOT,21.85,0.0,32000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,HANDYSIZE,COA_3M,22.29,2.0,96000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,HANDYSIZE,COA_6M,22.94,5.0,192000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,HANDYSIZE,COA_12M,23.6,8.0,384000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,PANAMAX,SPOT,15.1,0.0,70000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,PANAMAX,COA_3M,15.4,2.0,210000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,PANAMAX,COA_6M,15.86,5.0,420000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,PANAMAX,COA_12M,16.31,8.0,840000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,PANAMAX,SPOT,15.73,0.0,70000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,PANAMAX,COA_3M,16.04,2.0,210000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,PANAMAX,COA_6M,16.52,5.0,420000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,PANAMAX,COA_12M,16.99,8.0,840000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,SUPRAMAX,SPOT,17.92,0.0,50000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,SUPRAMAX,COA_3M,18.28,2.0,150000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,SUPRAMAX,COA_6M,18.82,5.0,300000,SCENARIO
2026-07-27,MAPUTO_MZ_PARADIP,SUPRAMAX,COA_12M,19.35,8.0,600000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,HANDYSIZE,SPOT,21.16,0.0,32000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,HANDYSIZE,COA_3M,21.58,2.0,96000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,HANDYSIZE,COA_6M,22.22,5.0,192000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,HANDYSIZE,COA_12M,22.85,8.0,384000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,PANAMAX,SPOT,14.63,0.0,70000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,PANAMAX,COA_3M,14.92,2.0,210000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,PANAMAX,COA_6M,15.36,5.0,420000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,PANAMAX,COA_12M,15.8,8.0,840000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,PANAMAX,SPOT,15.24,0.0,70000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,PANAMAX,COA_3M,15.54,2.0,210000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,PANAMAX,COA_6M,16.0,5.0,420000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,PANAMAX,COA_12M,16.46,8.0,840000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,SUPRAMAX,SPOT,17.36,0.0,50000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,SUPRAMAX,COA_3M,17.71,2.0,150000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,SUPRAMAX,COA_6M,18.23,5.0,300000,SCENARIO
2026-07-27,MAPUTO_MZ_VIZAG,SUPRAMAX,COA_12M,18.75,8.0,600000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,HANDYSIZE,SPOT,29.79,0.0,32000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,HANDYSIZE,COA_3M,30.39,2.0,96000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,HANDYSIZE,COA_6M,31.28,5.0,192000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,HANDYSIZE,COA_12M,32.17,8.0,384000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,PANAMAX,SPOT,20.45,0.0,70000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,PANAMAX,COA_3M,20.86,2.0,210000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,PANAMAX,COA_6M,21.47,5.0,420000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,PANAMAX,COA_12M,22.09,8.0,840000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,PANAMAX,SPOT,21.25,0.0,70000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,PANAMAX,COA_3M,21.68,2.0,210000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,PANAMAX,COA_6M,22.31,5.0,420000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,PANAMAX,COA_12M,22.95,8.0,840000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,SUPRAMAX,SPOT,24.32,0.0,50000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,SUPRAMAX,COA_3M,24.81,2.0,150000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,SUPRAMAX,COA_6M,25.54,5.0,300000,SCENARIO
2026-07-27,NEWCASTLE_AU_DHAMRA,SUPRAMAX,COA_12M,26.27,8.0,600000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,HANDYSIZE,SPOT,29.49,0.0,32000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,HANDYSIZE,COA_3M,30.08,2.0,96000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,HANDYSIZE,COA_6M,30.96,5.0,192000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,HANDYSIZE,COA_12M,31.85,8.0,384000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,PANAMAX,SPOT,20.25,0.0,70000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,PANAMAX,COA_3M,20.66,2.0,210000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,PANAMAX,COA_6M,21.26,5.0,420000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,PANAMAX,COA_12M,21.87,8.0,840000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,PANAMAX,SPOT,21.04,0.0,70000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,PANAMAX,COA_3M,21.46,2.0,210000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,PANAMAX,COA_6M,22.09,5.0,420000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,PANAMAX,COA_12M,22.72,8.0,840000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,SUPRAMAX,SPOT,24.08,0.0,50000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,SUPRAMAX,COA_3M,24.56,2.0,150000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,SUPRAMAX,COA_6M,25.28,5.0,300000,SCENARIO
2026-07-27,NEWCASTLE_AU_GANGAVARAM,SUPRAMAX,COA_12M,26.01,8.0,600000,SCENARIO
2026-07-27,NEWCASTLE_AU_GOPALPUR,HANDYSIZE,SPOT,29.94,0.0,32000,SCENARIO
2026-07-27,NEWCASTLE_AU_GOPALPUR,HANDYSIZE,COA_3M,30.54,2.0,96000,SCENARIO
2026-07-27,NEWCASTLE_AU_GOPALPUR,HANDYSIZE,COA_6M,31.44,5.0,192000,SCENARIO
2026-07-27,NEWCASTLE_AU_GOPALPUR,HANDYSIZE,COA_12M,32.34,8.0,384000,SCENARIO
2026-07-27,NEWCASTLE_AU_GOPALPUR,PANAMAX,SPOT,21.35,0.0,70000,SCENARIO
2026-07-27,NEWCASTLE_AU_GOPALPUR,PANAMAX,COA_3M,21.78,2.0,210000,SCENARIO
2026-07-27,NEWCASTLE_AU_GOPALPUR,PANAMAX,COA_6M,22.42,5.0,420000,SCENARIO
2026-07-27,NEWCASTLE_AU_GOPALPUR,PANAMAX,COA_12M,23.06,8.0,840000,SCENARIO
2026-07-27,NEWCASTLE_AU_GOPALPUR,SUPRAMAX,SPOT,24.45,0.0,50000,SCENARIO
2026-07-27,NEWCASTLE_AU_GOPALPUR,SUPRAMAX,COA_3M,24.94,2.0,150000,SCENARIO
2026-07-27,NEWCASTLE_AU_GOPALPUR,SUPRAMAX,COA_6M,25.67,5.0,300000,SCENARIO
2026-07-27,NEWCASTLE_AU_GOPALPUR,SUPRAMAX,COA_12M,26.41,8.0,600000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,HANDYSIZE,SPOT,29.9,0.0,32000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,HANDYSIZE,COA_3M,30.5,2.0,96000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,HANDYSIZE,COA_6M,31.39,5.0,192000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,HANDYSIZE,COA_12M,32.29,8.0,384000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,PANAMAX,SPOT,20.53,0.0,70000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,PANAMAX,COA_3M,20.94,2.0,210000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,PANAMAX,COA_6M,21.56,5.0,420000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,PANAMAX,COA_12M,22.17,8.0,840000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,PANAMAX,SPOT,21.33,0.0,70000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,PANAMAX,COA_3M,21.76,2.0,210000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,PANAMAX,COA_6M,22.4,5.0,420000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,PANAMAX,COA_12M,23.04,8.0,840000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,SUPRAMAX,SPOT,24.42,0.0,50000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,SUPRAMAX,COA_3M,24.91,2.0,150000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,SUPRAMAX,COA_6M,25.64,5.0,300000,SCENARIO
2026-07-27,NEWCASTLE_AU_PARADIP,SUPRAMAX,COA_12M,26.37,8.0,600000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,HANDYSIZE,SPOT,30.61,0.0,32000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,HANDYSIZE,COA_3M,31.22,2.0,96000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,HANDYSIZE,COA_6M,32.14,5.0,192000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,HANDYSIZE,COA_12M,33.06,8.0,384000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,PANAMAX,SPOT,21.0,0.0,70000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,PANAMAX,COA_3M,21.42,2.0,210000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,PANAMAX,COA_6M,22.05,5.0,420000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,PANAMAX,COA_12M,22.68,8.0,840000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,PANAMAX,SPOT,21.82,0.0,70000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,PANAMAX,COA_3M,22.26,2.0,210000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,PANAMAX,COA_6M,22.91,5.0,420000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,PANAMAX,COA_12M,23.57,8.0,840000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,SUPRAMAX,SPOT,25.0,0.0,50000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,SUPRAMAX,COA_3M,25.5,2.0,150000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,SUPRAMAX,COA_6M,26.25,5.0,300000,SCENARIO
2026-07-27,NEWCASTLE_AU_SANDHEADS,SUPRAMAX,COA_12M,27.0,8.0,600000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,HANDYSIZE,SPOT,29.92,0.0,32000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,HANDYSIZE,COA_3M,30.52,2.0,96000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,HANDYSIZE,COA_6M,31.42,5.0,192000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,HANDYSIZE,COA_12M,32.31,8.0,384000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,PANAMAX,SPOT,20.54,0.0,70000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,PANAMAX,COA_3M,20.95,2.0,210000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,PANAMAX,COA_6M,21.57,5.0,420000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,PANAMAX,COA_12M,22.18,8.0,840000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,PANAMAX,SPOT,21.34,0.0,70000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,PANAMAX,COA_3M,21.77,2.0,210000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,PANAMAX,COA_6M,22.41,5.0,420000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,PANAMAX,COA_12M,23.05,8.0,840000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,SUPRAMAX,SPOT,24.44,0.0,50000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,SUPRAMAX,COA_3M,24.93,2.0,150000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,SUPRAMAX,COA_6M,25.66,5.0,300000,SCENARIO
2026-07-27,NEWCASTLE_AU_VIZAG,SUPRAMAX,COA_12M,26.4,8.0,600000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,HANDYSIZE,SPOT,52.15,0.0,32000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,HANDYSIZE,COA_3M,53.19,2.0,96000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,HANDYSIZE,COA_6M,54.76,5.0,192000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,HANDYSIZE,COA_12M,56.32,8.0,384000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,PANAMAX,SPOT,35.53,0.0,70000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,PANAMAX,COA_3M,36.24,2.0,210000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,PANAMAX,COA_6M,37.31,5.0,420000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,PANAMAX,COA_12M,38.37,8.0,840000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,PANAMAX,SPOT,36.81,0.0,70000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,PANAMAX,COA_3M,37.55,2.0,210000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,PANAMAX,COA_6M,38.65,5.0,420000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,PANAMAX,COA_12M,39.75,8.0,840000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,SUPRAMAX,SPOT,42.39,0.0,50000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,SUPRAMAX,COA_3M,43.24,2.0,150000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,SUPRAMAX,COA_6M,44.51,5.0,300000,SCENARIO
2026-07-27,NORFOLK_US_PARADIP,SUPRAMAX,COA_12M,45.78,8.0,600000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,HANDYSIZE,SPOT,51.45,0.0,32000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,HANDYSIZE,COA_3M,52.48,2.0,96000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,HANDYSIZE,COA_6M,54.02,5.0,192000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,HANDYSIZE,COA_12M,55.57,8.0,384000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,PANAMAX,SPOT,35.06,0.0,70000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,PANAMAX,COA_3M,35.76,2.0,210000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,PANAMAX,COA_6M,36.81,5.0,420000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,PANAMAX,COA_12M,37.86,8.0,840000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,PANAMAX,SPOT,36.33,0.0,70000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,PANAMAX,COA_3M,37.06,2.0,210000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,PANAMAX,COA_6M,38.15,5.0,420000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,PANAMAX,COA_12M,39.24,8.0,840000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,SUPRAMAX,SPOT,41.83,0.0,50000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,SUPRAMAX,COA_3M,42.67,2.0,150000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,SUPRAMAX,COA_6M,43.92,5.0,300000,SCENARIO
2026-07-27,NORFOLK_US_VIZAG,SUPRAMAX,COA_12M,45.18,8.0,600000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,HANDYSIZE,SPOT,28.96,0.0,32000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,HANDYSIZE,COA_3M,29.54,2.0,96000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,HANDYSIZE,COA_6M,30.41,5.0,192000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,HANDYSIZE,COA_12M,31.28,8.0,384000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,PANAMAX,SPOT,19.89,0.0,70000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,PANAMAX,COA_3M,20.29,2.0,210000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,PANAMAX,COA_6M,20.88,5.0,420000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,PANAMAX,COA_12M,21.48,8.0,840000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,PANAMAX,SPOT,20.67,0.0,70000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,PANAMAX,COA_3M,21.08,2.0,210000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,PANAMAX,COA_6M,21.7,5.0,420000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,PANAMAX,COA_12M,22.32,8.0,840000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,SUPRAMAX,SPOT,23.65,0.0,50000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,SUPRAMAX,COA_3M,24.12,2.0,150000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,SUPRAMAX,COA_6M,24.83,5.0,300000,SCENARIO
2026-07-27,VOSTOCHNY_RU_PARADIP,SUPRAMAX,COA_12M,25.54,8.0,600000,SCENARIO
