date,port,waiting_vessels_count,avg_waiting_time_hrs,congestion_status,data_type
2025-10-03,VIZAG,8,53.0,SEVERE,SYNTHETIC
2025-10-06,VIZAG,9,53.8,SEVERE,SYNTHETIC
2025-10-07,VIZAG,9,53.2,SEVERE,SYNTHETIC
2025-10-08,VIZAG,8,52.0,SEVERE,SYNTHETIC
2025-10-09,VIZAG,7,52.8,SEVERE,SYNTHETIC
2025-10-10,VIZAG,7,49.4,SEVERE,SYNTHETIC
2025-10-13,VIZAG,8,49.9,SEVERE,SYNTHETIC
2025-10-14,VIZAG,8,50.5,SEVERE,SYNTHETIC
2025-10-15,VIZAG,6,46.8,SEVERE,SYNTHETIC
2025-10-16,VIZAG,6,45.4,SEVERE,SYNTHETIC
2025-10-17,VIZAG,8,44.2,SEVERE,SYNTHETIC
2025-10-20,VIZAG,7,46.7,SEVERE,SYNTHETIC
2025-10-21,VIZAG,8,48.7,SEVERE,SYNTHETIC
2025-10-22,VIZAG,7,47.4,SEVERE,SYNTHETIC
2025-10-23,VIZAG,9,49.8,SEVERE,SYNTHETIC
2025-10-24,VIZAG,9,50.6,SEVERE,SYNTHETIC
2025-10-27,VIZAG,7,53.7,SEVERE,SYNTHETIC
2025-10-28,VIZAG,7,51.4,SEVERE,SYNTHETIC
2025-10-29,VIZAG,9,52.2,SEVERE,SYNTHETIC
2025-10-30,VIZAG,8,49.5,SEVERE,SYNTHETIC
2025-10-31,VIZAG,9,49.1,SEVERE,SYNTHETIC
2025-11-03,VIZAG,6,44.5,SEVERE,SYNTHETIC
2025-11-04,VIZAG,6,44.5,SEVERE,SYNTHETIC
2025-11-05,VIZAG,8,45.3,SEVERE,SYNTHETIC
2025-11-06,VIZAG,8,43.6,SEVERE,SYNTHETIC
2025-11-07,VIZAG,7,40.2,SEVERE,SYNTHETIC
2025-11-10,VIZAG,5,40.0,SEVERE,SYNTHETIC
2025-11-11,VIZAG,6,42.8,SEVERE,SYNTHETIC
2025-11-12,VIZAG,8,43.6,SEVERE,SYNTHETIC
2025-11-13,VIZAG,7,42.2,SEVERE,SYNTHETIC
2025-11-14,VIZAG,7,42.6,SEVERE,SYNTHETIC
2025-11-17,VIZAG,5,41.0,SEVERE,SYNTHETIC
2025-11-18,VIZAG,6,41.4,SEVERE,SYNTHETIC
2025-11-19,VIZAG,8,42.8,SEVERE,SYNTHETIC
2025-11-20,VIZAG,6,38.8,SEVERE,SYNTHETIC
2025-11-21,VIZAG,5,40.7,SEVERE,SYNTHETIC
2025-11-24,VIZAG,6,42.2,SEVERE,SYNTHETIC
2025-11-25,VIZAG,6,43.6,SEVERE,SYNTHETIC
2025-11-26,VIZAG,5,41.0,SEVERE,SYNTHETIC
2025-11-27,VIZAG,7,40.7,SEVERE,SYNTHETIC
2025-11-28,VIZAG,7,41.1,SEVERE,SYNTHETIC
2025-12-01,VIZAG,8,47.1,SEVERE,SYNTHETIC
2025-12-02,VIZAG,8,46.0,SEVERE,SYNTHETIC
2025-12-03,VIZAG,5,41.1,SEVERE,SYNTHETIC
2025-12-04,VIZAG,7,41.1,SEVERE,SYNTHETIC
2025-12-05,VIZAG,6,39.5,SEVERE,SYNTHETIC
2025-12-08,VIZAG,6,37.6,SEVERE,SYNTHETIC
2025-12-09,VIZAG,7,39.4,SEVERE,SYNTHETIC
2025-12-10,VIZAG,5,36.4,SEVERE,SYNTHETIC
2025-12-11,VIZAG,5,36.8,SEVERE,SYNTHETIC
2025-12-12,VIZAG,6,36.5,SEVERE,SYNTHETIC
2025-12-15,VIZAG,6,34.0,SEVERE,SYNTHETIC
2025-12-16,VIZAG,5,36.1,SEVERE,SYNTHETIC
2025-12-17,VIZAG,5,31.4,SEVERE,SYNTHETIC
2025-12-18,VIZAG,4,29.2,HIGH,SYNTHETIC
2025-12-19,VIZAG,5,29.3,HIGH,SYNTHETIC
2025-12-22,VIZAG,4,29.6,HIGH,SYNTHETIC
2025-12-23,VIZAG,4,31.0,SEVERE,SYNTHETIC
2025-12-24,VIZAG,4,33.5,SEVERE,SYNTHETIC
2025-12-25,VIZAG,4,29.7,HIGH,SYNTHETIC
2025-12-26,VIZAG,5,26.9,HIGH,SYNTHETIC
2025-12-29,VIZAG,5,30.0,HIGH,SYNTHETIC
2025-12-30,VIZAG,6,30.7,SEVERE,SYNTHETIC
2025-12-31,VIZAG,4,29.1,HIGH,SYNTHETIC
2026-01-01,VIZAG,5,30.6,SEVERE,SYNTHETIC
2026-01-02,VIZAG,4,30.1,SEVERE,SYNTHETIC
2026-01-05,VIZAG,5,30.1,SEVERE,SYNTHETIC
2026-01-06,VIZAG,6,31.2,SEVERE,SYNTHETIC
2026-01-07,VIZAG,6,30.9,SEVERE,SYNTHETIC
2026-01-08,VIZAG,6,33.2,SEVERE,SYNTHETIC
2026-01-09,VIZAG,5,31.5,SEVERE,SYNTHETIC
2026-01-12,VIZAG,4,30.5,SEVERE,SYNTHETIC
2026-01-13,VIZAG,5,31.2,SEVERE,SYNTHETIC
2026-01-14,VIZAG,5,33.9,SEVERE,SYNTHETIC
2026-01-15,VIZAG,4,31.0,SEVERE,SYNTHETIC
2026-01-16,VIZAG,4,28.9,HIGH,SYNTHETIC
2026-01-19,VIZAG,3,29.9,HIGH,SYNTHETIC
2026-01-20,VIZAG,5,27.9,HIGH,SYNTHETIC
2026-01-21,VIZAG,6,31.5,SEVERE,SYNTHETIC
2026-01-22,VIZAG,5,33.9,SEVERE,SYNTHETIC
2026-01-23,VIZAG,6,32.4,SEVERE,SYNTHETIC
2026-01-26,VIZAG,4,28.7,HIGH,SYNTHETIC
2026-01-27,VIZAG,5,33.2,SEVERE,SYNTHETIC
2026-01-28,VIZAG,4,31.1,SEVERE,SYNTHETIC
2026-01-29,VIZAG,5,30.7,SEVERE,SYNTHETIC
2026-01-30,VIZAG,6,32.1,SEVERE,SYNTHETIC
2026-02-02,VIZAG,4,33.3,SEVERE,SYNTHETIC
2026-02-03,VIZAG,5,36.0,SEVERE,SYNTHETIC
2026-02-04,VIZAG,7,36.7,SEVERE,SYNTHETIC
2026-02-05,VIZAG,6,36.6,SEVERE,SYNTHETIC
2026-02-06,VIZAG,7,37.9,SEVERE,SYNTHETIC
2026-02-09,VIZAG,5,37.6,SEVERE,SYNTHETIC
2026-02-10,VIZAG,6,38.5,SEVERE,SYNTHETIC
2026-02-11,VIZAG,7,39.5,SEVERE,SYNTHETIC
2026-02-12,VIZAG,7,39.9,SEVERE,SYNTHETIC
2026-02-13,VIZAG,7,39.9,SEVERE,SYNTHETIC
2026-02-16,VIZAG,5,41.6,SEVERE,SYNTHETIC
2026-02-17,VIZAG,6,43.3,SEVERE,SYNTHETIC
2026-02-18,VIZAG,7,46.3,SEVERE,SYNTHETIC
2026-02-19,VIZAG,7,44.0,SEVERE,SYNTHETIC
2026-02-20,VIZAG,7,41.5,SEVERE,SYNTHETIC
2026-02-23,VIZAG,7,40.1,SEVERE,SYNTHETIC
2026-02-24,VIZAG,5,40.9,SEVERE,SYNTHETIC
2026-02-25,VIZAG,8,45.4,SEVERE,SYNTHETIC
2026-02-26,VIZAG,8,46.0,SEVERE,SYNTHETIC
2026-02-27,VIZAG,7,47.7,SEVERE,SYNTHETIC
2026-03-02,VIZAG,6,46.4,SEVERE,SYNTHETIC
2026-03-03,VIZAG,8,47.5,SEVERE,SYNTHETIC
2026-03-04,VIZAG,8,45.6,SEVERE,SYNTHETIC
2026-03-05,VIZAG,8,45.0,SEVERE,SYNTHETIC
2026-03-06,VIZAG,8,46.0,SEVERE,SYNTHETIC
2026-03-09,VIZAG,7,48.7,SEVERE,SYNTHETIC
2026-03-10,VIZAG,9,49.3,SEVERE,SYNTHETIC
2026-03-11,VIZAG,7,52.2,SEVERE,SYNTHETIC
2026-03-12,VIZAG,8,50.6,SEVERE,SYNTHETIC
2026-03-13,VIZAG,7,50.2,SEVERE,SYNTHETIC
2026-03-16,VIZAG,9,52.1,SEVERE,SYNTHETIC
2026-03-17,VIZAG,9,50.4,SEVERE,SYNTHETIC
2026-03-18,VIZAG,8,54.7,SEVERE,SYNTHETIC
2026-03-19,VIZAG,7,54.0,SEVERE,SYNTHETIC
2026-03-20,VIZAG,7,53.9,SEVERE,SYNTHETIC
2026-03-23,VIZAG,9,54.4,SEVERE,SYNTHETIC
2026-03-24,VIZAG,9,50.0,SEVERE,SYNTHETIC
2026-03-25,VIZAG,8,52.1,SEVERE,SYNTHETIC
2026-03-26,VIZAG,8,50.5,SEVERE,SYNTHETIC
2026-03-27,VIZAG,7,48.8,SEVERE,SYNTHETIC
2026-03-30,VIZAG,9,49.5,SEVERE,SYNTHETIC
2026-03-31,VIZAG,6,47.5,SEVERE,SYNTHETIC
2026-04-01,VIZAG,7,48.4,SEVERE,SYNTHETIC
2026-04-02,VIZAG,7,49.1,SEVERE,SYNTHETIC
2026-04-03,VIZAG,9,51.4,SEVERE,SYNTHETIC
2026-04-06,VIZAG,8,49.1,SEVERE,SYNTHETIC
2026-04-07,VIZAG,8,49.0,SEVERE,SYNTHETIC
2026-04-08,VIZAG,7,52.3,SEVERE,SYNTHETIC
2026-04-09,VIZAG,9,51.6,SEVERE,SYNTHETIC
2026-04-10,VIZAG,9,50.2,SEVERE,SYNTHETIC
2026-04-13,VIZAG,8,48.6,SEVERE,SYNTHETIC
2026-04-14,VIZAG,7,46.2,SEVERE,SYNTHETIC
2026-04-15,VIZAG,8,42.7,SEVERE,SYNTHETIC
2026-04-16,VIZAG,6,41.0,SEVERE,SYNTHETIC
2026-04-17,VIZAG,5,41.5,SEVERE,SYNTHETIC
2026-04-20,VIZAG,7,44.1,SEVERE,SYNTHETIC
2026-04-21,VIZAG,7,44.7,SEVERE,SYNTHETIC
2026-04-22,VIZAG,8,44.9,SEVERE,SYNTHETIC
2026-04-23,VIZAG,6,43.6,SEVERE,SYNTHETIC
2026-04-24,VIZAG,8,43.1,SEVERE,SYNTHETIC
2026-04-27,VIZAG,7,42.9,SEVERE,SYNTHETIC
2026-04-28,VIZAG,5,41.5,SEVERE,SYNTHETIC
2026-04-29,VIZAG,6,40.2,SEVERE,SYNTHETIC
2026-04-30,VIZAG,6,40.7,SEVERE,SYNTHETIC
2026-05-01,VIZAG,7,43.7,SEVERE,SYNTHETIC
2026-05-04,VIZAG,6,42.5,SEVERE,SYNTHETIC
2026-05-05,VIZAG,8,42.0,SEVERE,SYNTHETIC
2026-05-06,VIZAG,7,41.7,SEVERE,SYNTHETIC
2026-05-07,VIZAG,8,43.4,SEVERE,SYNTHETIC
2026-05-08,VIZAG,7,47.1,SEVERE,SYNTHETIC
2026-05-11,VIZAG,8,46.9,SEVERE,SYNTHETIC
2026-05-12,VIZAG,7,44.1,SEVERE,SYNTHETIC
2026-05-13,VIZAG,6,44.7,SEVERE,SYNTHETIC
2026-05-14,VIZAG,7,43.2,SEVERE,SYNTHETIC
2026-05-15,VIZAG,6,45.2,SEVERE,SYNTHETIC
2026-05-18,VIZAG,8,46.2,SEVERE,SYNTHETIC
2026-05-19,VIZAG,7,47.9,SEVERE,SYNTHETIC
2026-05-20,VIZAG,6,46.7,SEVERE,SYNTHETIC
2026-05-21,VIZAG,8,47.5,SEVERE,SYNTHETIC
2026-05-22,VIZAG,7,48.6,SEVERE,SYNTHETIC
2026-05-25,VIZAG,6,47.0,SEVERE,SYNTHETIC
2026-05-26,VIZAG,7,47.4,SEVERE,SYNTHETIC
2026-05-27,VIZAG,8,49.4,SEVERE,SYNTHETIC
2026-05-28,VIZAG,7,51.6,SEVERE,SYNTHETIC
2026-05-29,VIZAG,7,51.5,SEVERE,SYNTHETIC
2026-06-01,VIZAG,13,82.8,SEVERE,SYNTHETIC
2026-06-02,VIZAG,10,61.5,SEVERE,SYNTHETIC
2026-06-03,VIZAG,12,77.9,SEVERE,SYNTHETIC
2026-06-04,VIZAG,11,65.3,SEVERE,SYNTHETIC
2026-06-05,VIZAG,13,73.1,SEVERE,SYNTHETIC
2026-06-08,VIZAG,10,66.1,SEVERE,SYNTHETIC
2026-06-09,VIZAG,10,59.8,SEVERE,SYNTHETIC
2026-06-10,VIZAG,9,59.8,SEVERE,SYNTHETIC
2026-06-11,VIZAG,9,59.0,SEVERE,SYNTHETIC
2026-06-12,VIZAG,9,63.9,SEVERE,SYNTHETIC
2026-06-15,VIZAG,7,52.0,SEVERE,SYNTHETIC
2026-06-16,VIZAG,13,83.1,SEVERE,SYNTHETIC
2026-06-17,VIZAG,9,63.6,SEVERE,SYNTHETIC
2026-06-18,VIZAG,14,89.2,SEVERE,SYNTHETIC
2026-06-19,VIZAG,12,79.8,SEVERE,SYNTHETIC
2026-06-22,VIZAG,15,84.1,SEVERE,SYNTHETIC
2026-06-23,VIZAG,12,71.7,SEVERE,SYNTHETIC
2026-06-24,VIZAG,11,72.5,SEVERE,SYNTHETIC
2026-06-25,VIZAG,14,85.1,SEVERE,SYNTHETIC
2026-06-26,VIZAG,14,86.2,SEVERE,SYNTHETIC
2026-06-29,VIZAG,12,69.7,SEVERE,SYNTHETIC
2026-06-30,VIZAG,11,73.3,SEVERE,SYNTHETIC
2026-07-01,VIZAG,12,83.3,SEVERE,SYNTHETIC
2026-07-02,VIZAG,13,77.8,SEVERE,SYNTHETIC
2026-07-03,VIZAG,13,83.5,SEVERE,SYNTHETIC
2026-07-06,VIZAG,14,94.6,SEVERE,SYNTHETIC
2026-07-07,VIZAG,14,87.9,SEVERE,SYNTHETIC
2026-07-08,VIZAG,15,94.1,SEVERE,SYNTHETIC
2026-07-09,VIZAG,11,77.2,SEVERE,SYNTHETIC
2026-07-10,VIZAG,16,101.2,SEVERE,SYNTHETIC
2026-07-13,VIZAG,13,87.9,SEVERE,SYNTHETIC
2026-07-14,VIZAG,12,81.2,SEVERE,SYNTHETIC
2026-07-15,VIZAG,14,85.2,SEVERE,SYNTHETIC
2026-07-16,VIZAG,13,89.9,SEVERE,SYNTHETIC
2026-07-17,VIZAG,14,91.8,SEVERE,SYNTHETIC
2026-07-20,VIZAG,14,89.3,SEVERE,SYNTHETIC
2026-07-21,VIZAG,13,86.9,SEVERE,SYNTHETIC
2026-07-22,VIZAG,11,70.7,SEVERE,SYNTHETIC
2026-07-23,VIZAG,14,92.2,SEVERE,SYNTHETIC
2026-07-24,VIZAG,15,88.2,SEVERE,SYNTHETIC
2026-07-27,VIZAG,10,58.9,SEVERE,SYNTHETIC
2026-07-28,VIZAG,12,67.1,SEVERE,SYNTHETIC
2026-07-29,VIZAG,11,60.3,SEVERE,SYNTHETIC
2026-07-30,VIZAG,13,76.7,SEVERE,SYNTHETIC
2026-07-31,VIZAG,14,85.9,SEVERE,SYNTHETIC
2026-08-03,VIZAG,11,77.1,SEVERE,SYNTHETIC
2026-08-04,VIZAG,16,91.2,SEVERE,SYNTHETIC
2026-08-05,VIZAG,11,74.4,SEVERE,SYNTHETIC
2026-08-06,VIZAG,14,79.2,SEVERE,SYNTHETIC
2026-08-07,VIZAG,14,88.1,SEVERE,SYNTHETIC
2026-08-08,VIZAG,12,74.7,SEVERE,SYNTHETIC
2026-08-10,VIZAG,10,63.7,SEVERE,SYNTHETIC
2026-08-11,VIZAG,15,85.1,SEVERE,SYNTHETIC
2026-08-12,VIZAG,10,62.4,SEVERE,SYNTHETIC
2026-08-13,VIZAG,15,94.6,SEVERE,SYNTHETIC
2026-08-14,VIZAG,12,76.1,SEVERE,SYNTHETIC
2026-08-17,VIZAG,15,93.2,SEVERE,SYNTHETIC
2026-08-18,VIZAG,15,99.9,SEVERE,SYNTHETIC
2026-08-19,VIZAG,11,75.8,SEVERE,SYNTHETIC
2026-08-20,VIZAG,10,68.0,SEVERE,SYNTHETIC
2026-08-21,VIZAG,15,95.3,SEVERE,SYNTHETIC
2026-08-24,VIZAG,13,87.4,SEVERE,SYNTHETIC
2026-08-25,VIZAG,14,78.5,SEVERE,SYNTHETIC
2026-08-26,VIZAG,10,69.0,SEVERE,SYNTHETIC
2026-08-27,VIZAG,13,82.5,SEVERE,SYNTHETIC
2026-08-28,VIZAG,11,65.9,SEVERE,SYNTHETIC
2026-08-31,VIZAG,11,71.6,SEVERE,SYNTHETIC
2026-09-01,VIZAG,11,69.3,SEVERE,SYNTHETIC
2026-09-02,VIZAG,12,76.8,SEVERE,SYNTHETIC
2026-09-03,VIZAG,14,91.0,SEVERE,SYNTHETIC
2026-09-04,VIZAG,11,63.8,SEVERE,SYNTHETIC
2026-09-08,VIZAG,7,53.6,SEVERE,SYNTHETIC
2023-01-02,HALDIA,7,39.3,NORMAL,SYNTHETIC
2023-01-03,HALDIA,7,40.6,NORMAL,SYNTHETIC
2023-01-04,HALDIA,6,41.3,NORMAL,SYNTHETIC
2023-01-05,HALDIA,5,40.6,NORMAL,SYNTHETIC
2023-01-06,HALDIA,7,43.1,NORMAL,SYNTHETIC
2023-01-09,HALDIA,5,41.3,NORMAL,SYNTHETIC
2023-01-10,HALDIA,8,42.2,NORMAL,SYNTHETIC
2023-01-11,HALDIA,6,41.3,NORMAL,SYNTHETIC
2023-01-12,HALDIA,6,40.9,NORMAL,SYNTHETIC
2023-01-13,HALDIA,5,41.7,NORMAL,SYNTHETIC
2023-01-16,HALDIA,6,43.1,NORMAL,SYNTHETIC
2023-01-17,HALDIA,6,42.1,NORMAL,SYNTHETIC
2023-01-18,HALDIA,7,42.5,NORMAL,SYNTHETIC
2023-01-19,HALDIA,8,43.0,NORMAL,SYNTHETIC
2023-01-20,HALDIA,7,41.9,NORMAL,SYNTHETIC
2023-01-23,HALDIA,5,41.1,NORMAL,SYNTHETIC
2023-01-24,HALDIA,7,40.7,NORMAL,SYNTHETIC
2023-01-25,HALDIA,6,43.1,NORMAL,SYNTHETIC
2023-01-26,HALDIA,7,43.8,ELEVATED,SYNTHETIC
2023-01-27,HALDIA,7,45.0,ELEVATED,SYNTHETIC
2023-01-30,HALDIA,8,43.4,ELEVATED,SYNTHETIC
2023-01-31,HALDIA,7,42.6,NORMAL,SYNTHETIC
2023-02-01,HALDIA,5,41.0,NORMAL,SYNTHETIC
2023-02-02,HALDIA,5,38.3,NORMAL,SYNTHETIC
2023-02-03,HALDIA,6,39.3,NORMAL,SYNTHETIC
2023-02-06,HALDIA,6,39.7,NORMAL,SYNTHETIC
2023-02-07,HALDIA,5,37.4,NORMAL,SYNTHETIC
2023-02-08,HALDIA,7,36.9,NORMAL,SYNTHETIC
2023-02-09,HALDIA,5,37.3,NORMAL,SYNTHETIC
2023-02-10,HALDIA,5,36.1,NORMAL,SYNTHETIC
2023-02-13,HALDIA,5,34.6,NORMAL,SYNTHETIC
2023-02-14,HALDIA,4,32.4,NORMAL,SYNTHETIC
2023-02-15,HALDIA,4,34.2,NORMAL,SYNTHETIC
2023-02-16,HALDIA,5,34.3,NORMAL,SYNTHETIC
2023-02-17,HALDIA,4,30.0,NORMAL,SYNTHETIC
2023-02-20,HALDIA,5,27.9,NORMAL,SYNTHETIC
2023-02-21,HALDIA,3,25.9,NORMAL,SYNTHETIC
2023-02-22,HALDIA,4,27.2,NORMAL,SYNTHETIC
2023-02-23,HALDIA,3,25.6,NORMAL,SYNTHETIC
2023-02-24,HALDIA,5,25.5,NORMAL,SYNTHETIC
2023-02-27,HALDIA,3,22.6,NORMAL,SYNTHETIC
2023-02-28,HALDIA,3,24.9,NORMAL,SYNTHETIC
2023-03-01,HALDIA,4,24.9,NORMAL,SYNTHETIC
2023-03-02,HALDIA,3,22.9,NORMAL,SYNTHETIC
2023-03-03,HALDIA,4,21.8,NORMAL,SYNTHETIC
2023-03-06,HALDIA,4,21.1,NORMAL,SYNTHETIC
2023-03-07,HALDIA,1,15.5,NORMAL,SYNTHETIC
2023-03-08,HALDIA,1,13.3,NORMAL,SYNTHETIC
2023-03-09,HALDIA,3,13.9,NORMAL,SYNTHETIC
2023-03-10,HALDIA,1,10.6,NORMAL,SYNTHETIC
2023-03-13,HALDIA,1,13.5,NORMAL,SYNTHETIC
2023-03-14,HALDIA,1,15.3,NORMAL,SYNTHETIC
2023-03-15,HALDIA,1,13.9,NORMAL,SYNTHETIC
2023-03-16,HALDIA,2,16.2,NORMAL,SYNTHETIC
2023-03-17,HALDIA,1,17.6,NORMAL,SYNTHETIC
2023-03-20,HALDIA,3,16.3,NORMAL,SYNTHETIC
2023-03-21,HALDIA,2,18.9,NORMAL,SYNTHETIC
2023-03-22,HALDIA,1,17.2,NORMAL,SYNTHETIC
2023-03-23,HALDIA,2,16.7,NORMAL,SYNTHETIC
2023-03-24,HALDIA,2,17.9,NORMAL,SYNTHETIC
2023-03-27,HALDIA,0,11.5,NORMAL,SYNTHETIC
2023-03-28,HALDIA,2,9.7,NORMAL,SYNTHETIC
2023-03-29,HALDIA,0,10.8,NORMAL,SYNTHETIC
2023-03-30,HALDIA,2,9.1,NORMAL,SYNTHETIC
2023-03-31,HALDIA,0,9.5,NORMAL,SYNTHETIC
2023-04-03,HALDIA,2,12.7,NORMAL,SYNTHETIC
2023-04-04,HALDIA,2,12.9,NORMAL,SYNTHETIC
2023-04-05,HALDIA,2,13.5,NORMAL,SYNTHETIC
2023-04-06,HALDIA,1,15.4,NORMAL,SYNTHETIC
2023-04-07,HALDIA,3,17.5,NORMAL,SYNTHETIC
2023-04-10,HALDIA,4,18.3,NORMAL,SYNTHETIC
2023-04-11,HALDIA,3,18.1,NORMAL,SYNTHETIC
2023-04-12,HALDIA,2,15.4,NORMAL,SYNTHETIC
2023-04-13,HALDIA,2,17.6,NORMAL,SYNTHETIC
2023-04-14,HALDIA,3,15.5,NORMAL,SYNTHETIC
2023-04-17,HALDIA,2,16.1,NORMAL,SYNTHETIC
2023-04-18,HALDIA,2,14.6,NORMAL,SYNTHETIC
2023-04-19,HALDIA,2,14.6,NORMAL,SYNTHETIC
2023-04-20,HALDIA,3,14.0,NORMAL,SYNTHETIC
2023-04-21,HALDIA,3,13.2,NORMAL,SYNTHETIC
2023-04-24,HALDIA,1,12.1,NORMAL,SYNTHETIC
2023-04-25,HALDIA,0,10.1,NORMAL,SYNTHETIC
2023-04-26,HALDIA,2,9.1,NORMAL,SYNTHETIC
2023-04-27,HALDIA,2,7.7,NORMAL,SYNTHETIC
2023-04-28,HALDIA,1,6.8,NORMAL,SYNTHETIC
2023-05-01,HALDIA,1,5.9,NORMAL,SYNTHETIC
2023-05-02,HALDIA,0,6.4,NORMAL,SYNTHETIC
2023-05-03,HALDIA,0,2.3,NORMAL,SYNTHETIC
2023-05-04,HALDIA,1,1.2,NORMAL,SYNTHETIC
2023-05-05,HALDIA,1,1.4,NORMAL,SYNTHETIC
2023-05-08,HALDIA,0,0.0,NORMAL,SYNTHETIC
2023-05-09,HALDIA,0,0.0,NORMAL,SYNTHETIC
2023-05-10,HALDIA,0,0.0,NORMAL,SYNTHETIC
2023-05-11,HALDIA,0,0.0,NORMAL,SYNTHETIC
2023-05-12,HALDIA,1,0.0,NORMAL,SYNTHETIC
2023-05-15,HALDIA,0,0.0,NORMAL,SYNTHETIC
2023-05-16,HALDIA,0,0.0,NORMAL,SYNTHETIC
2023-05-17,HALDIA,0,1.8,NORMAL,SYNTHETIC
2023-05-18,HALDIA,0,5.4,NORMAL,SYNTHETIC
2023-05-19,HALDIA,0,5.8,NORMAL,SYNTHETIC
2023-05-22,HALDIA,0,6.6,NORMAL,SYNTHETIC
2023-05-23,HALDIA,0,7.5,NORMAL,SYNTHETIC
2023-05-24,HALDIA,0,7.5,NORMAL,SYNTHETIC
2023-05-25,HALDIA,2,8.4,NORMAL,SYNTHETIC
2023-05-26,HALDIA,1,9.6,NORMAL,SYNTHETIC
2023-05-29,HALDIA,2,7.2,NORMAL,SYNTHETIC
2023-05-30,HALDIA,0,5.1,NORMAL,SYNTHETIC
2023-05-31,HALDIA,0,3.3,NORMAL,SYNTHETIC
2023-06-01,HALDIA,7,36.4,NORMAL,SYNTHETIC
2023-06-02,HALDIA,4,21.9,NORMAL,SYNTHETIC
2023-06-05,HALDIA,9,52.3,ELEVATED,SYNTHETIC
2023-06-06,HALDIA,7,49.3,ELEVATED,SYNTHETIC
2023-06-07,HALDIA,9,54.5,HIGH,SYNTHETIC
2023-06-08,HALDIA,8,46.7,ELEVATED,SYNTHETIC
2023-06-09,HALDIA,3,29.3,NORMAL,SYNTHETIC
2023-06-12,HALDIA,8,58.2,HIGH,SYNTHETIC
2023-06-13,HALDIA,6,42.6,NORMAL,SYNTHETIC
2023-06-14,HALDIA,11,61.9,HIGH,SYNTHETIC
2023-06-15,HALDIA,6,39.5,NORMAL,SYNTHETIC
2023-06-16,HALDIA,6,30.9,NORMAL,SYNTHETIC
2023-06-19,HALDIA,7,43.9,ELEVATED,SYNTHETIC
2023-06-20,HALDIA,5,39.4,NORMAL,SYNTHETIC
2023-06-21,HALDIA,4,32.2,NORMAL,SYNTHETIC
2023-06-22,HALDIA,9,52.9,ELEVATED,SYNTHETIC
2023-06-23,HALDIA,4,35.2,NORMAL,SYNTHETIC
2023-06-26,HALDIA,10,70.2,HIGH,SYNTHETIC
2023-06-27,HALDIA,6,46.6,ELEVATED,SYNTHETIC
2023-06-28,HALDIA,7,37.1,NORMAL,SYNTHETIC
2023-06-29,HALDIA,6,32.7,NORMAL,SYNTHETIC
2023-06-30,HALDIA,7,43.1,NORMAL,SYNTHETIC
2023-07-03,HALDIA,8,45.8,ELEVATED,SYNTHETIC
2023-07-04,HALDIA,6,39.6,NORMAL,SYNTHETIC
2023-07-05,HALDIA,8,55.3,HIGH,SYNTHETIC
2023-07-06,HALDIA,3,27.5,NORMAL,SYNTHETIC
2023-07-07,HALDIA,9,61.6,HIGH,SYNTHETIC
2023-07-10,HALDIA,8,47.5,ELEVATED,SYNTHETIC
2023-07-11,HALDIA,8,48.8,ELEVATED,SYNTHETIC
2023-07-12,HALDIA,6,36.9,NORMAL,SYNTHETIC
2023-07-13,HALDIA,6,40.9,NORMAL,SYNTHETIC
2023-07-14,HALDIA,9,57.9,HIGH,SYNTHETIC
2023-07-17,HALDIA,8,52.7,ELEVATED,SYNTHETIC
2023-07-18,HALDIA,8,55.9,HIGH,SYNTHETIC
2023-07-19,HALDIA,7,48.0,ELEVATED,SYNTHETIC
2023-07-20,HALDIA,8,58.1,HIGH,SYNTHETIC
2023-07-21,HALDIA,4,29.5,NORMAL,SYNTHETIC
2023-07-24,HALDIA,8,49.8,ELEVATED,SYNTHETIC
2023-07-25,HALDIA,9,63.0,HIGH,SYNTHETIC
2023-07-26,HALDIA,10,64.5,HIGH,SYNTHETIC
2023-07-27,HALDIA,11,60.4,HIGH,SYNTHETIC
2023-07-28,HALDIA,11,62.8,HIGH,SYNTHETIC
2023-07-31,HALDIA,4,31.7,NORMAL,SYNTHETIC
2023-08-01,HALDIA,9,52.3,ELEVATED,SYNTHETIC
2023-08-02,HALDIA,10,56.3,HIGH,SYNTHETIC
2023-08-03,HALDIA,5,35.2,NORMAL,SYNTHETIC
2023-08-04,HALDIA,6,44.2,ELEVATED,SYNTHETIC
2023-08-07,HALDIA,9,60.7,HIGH,SYNTHETIC
2023-08-08,HALDIA,6,33.7,NORMAL,SYNTHETIC
2023-08-09,HALDIA,8,45.2,ELEVATED,SYNTHETIC
2023-08-10,HALDIA,8,50.6,ELEVATED,SYNTHETIC
2023-08-11,HALDIA,9,58.8,HIGH,SYNTHETIC
2023-08-14,HALDIA,6,39.2,NORMAL,SYNTHETIC
2023-08-15,HALDIA,7,48.9,ELEVATED,SYNTHETIC
2023-08-16,HALDIA,7,49.8,ELEVATED,SYNTHETIC
2023-08-17,HALDIA,6,37.6,NORMAL,SYNTHETIC
2023-08-18,HALDIA,8,43.6,ELEVATED,SYNTHETIC
2023-08-21,HALDIA,7,53.0,ELEVATED,SYNTHETIC
2023-08-22,HALDIA,5,35.6,NORMAL,SYNTHETIC
