date,origin,destination,vessel_type,vessel_variant,estimated_charter_rate_usd_day,one_way_voyage_days,one_way_bunker_cost_usd,one_way_cost_usd_mt,commercial_voyage_days,commercial_bunker_cost_usd,estimated_spot_freight_usd_mt,estimated_freight_rate_usd_mt,estimated_freight_rate_inr_mt,calibration_status,methodology,data_type
2023-10-24,NEWCASTLE_AU,SANDHEADS,PANAMAX,Standard,14250.23,21.47,386757.69,11.32,39.32,666450.0,19.67,19.67,1636.12,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,NEWCASTLE_AU,SANDHEADS,SUPRAMAX,Standard,12214.49,21.47,314662.5,12.94,39.32,542228.91,22.55,22.55,1875.85,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,NEWCASTLE_AU,VIZAG,HANDYSIZE,Standard,9160.87,21.22,246458.67,15.34,39.37,425463.05,26.91,26.91,2238.77,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,NEWCASTLE_AU,VIZAG,PANAMAX,Kamsarmax,15268.11,20.53,401525.79,10.58,38.11,692941.36,18.5,18.5,1539.28,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,NEWCASTLE_AU,VIZAG,PANAMAX,Standard,14250.23,20.53,378376.76,11.01,38.11,653067.14,19.23,19.23,1599.72,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,NEWCASTLE_AU,VIZAG,SUPRAMAX,Standard,12214.49,20.53,307787.91,12.57,38.11,531290.25,22.03,22.03,1833.06,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,NORFOLK_US,PARADIP,HANDYSIZE,Standard,9160.87,36.34,459011.25,26.31,67.96,792450.0,46.56,46.56,3873.51,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,NORFOLK_US,PARADIP,PANAMAX,Kamsarmax,15268.11,35.05,749248.44,17.98,65.56,1293104.81,31.74,31.74,2640.58,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,NORFOLK_US,PARADIP,PANAMAX,Standard,14250.23,35.05,705546.52,18.64,65.56,1217828.25,32.89,32.89,2735.87,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,NORFOLK_US,PARADIP,SUPRAMAX,Standard,12214.49,35.05,573538.5,21.43,65.56,990083.81,37.92,37.92,3154.36,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,NORFOLK_US,VIZAG,HANDYSIZE,Standard,9160.87,36.38,451208.67,26.08,67.43,778144.92,45.97,45.97,3823.85,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,NORFOLK_US,VIZAG,PANAMAX,Kamsarmax,15268.11,35.11,736213.29,17.82,65.08,1269440.58,31.34,31.34,2607.16,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,NORFOLK_US,VIZAG,PANAMAX,Standard,14250.23,35.11,693376.76,18.48,65.08,1195654.64,32.47,32.47,2701.45,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,NORFOLK_US,VIZAG,SUPRAMAX,Standard,12214.49,35.11,563725.41,21.25,65.08,972142.59,37.44,37.44,3114.83,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,VOSTOCHNY_RU,PARADIP,HANDYSIZE,Standard,9160.87,20.01,238511.25,14.74,37.74,412638.75,26.04,26.04,2166.5,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,VOSTOCHNY_RU,PARADIP,PANAMAX,Kamsarmax,15268.11,19.34,388815.75,10.18,36.51,672259.5,17.92,17.92,1490.56,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,VOSTOCHNY_RU,PARADIP,PANAMAX,Standard,14250.23,19.34,366315.75,10.6,36.51,633503.25,18.62,18.62,1549.39,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,VOSTOCHNY_RU,PARADIP,SUPRAMAX,Standard,12214.49,19.34,297913.5,12.08,36.51,515319.75,21.32,21.32,1773.99,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,VOSTOCHNY_RU,VIZAG,HANDYSIZE,Standard,9160.87,20.38,235208.67,14.75,37.83,406084.92,25.86,25.86,2151.68,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,VOSTOCHNY_RU,VIZAG,PANAMAX,Kamsarmax,15268.11,19.73,383136.37,10.19,36.62,661265.58,17.8,17.8,1480.6,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,VOSTOCHNY_RU,VIZAG,PANAMAX,Standard,14250.23,19.73,361069.06,10.6,36.62,623254.64,18.5,18.5,1539.19,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-24,VOSTOCHNY_RU,VIZAG,SUPRAMAX,Standard,12214.49,19.73,293725.41,12.09,36.62,507067.59,21.19,21.19,1762.63,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,DHAMRA,HANDYSIZE,Standard,8983.02,9.79,108166.09,7.69,19.45,188969.16,13.71,13.71,1140.32,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,DHAMRA,PANAMAX,Kamsarmax,14971.7,9.49,176040.95,5.43,18.89,306944.83,9.61,9.61,799.18,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,DHAMRA,PANAMAX,Standard,13973.58,9.49,165955.53,5.69,18.89,289572.7,10.05,10.05,836.04,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,DHAMRA,SUPRAMAX,Standard,11977.36,9.49,135043.73,6.37,18.89,235796.51,11.34,11.34,943.39,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,GANGAVARAM,HANDYSIZE,Standard,8983.02,9.58,102935.62,7.47,18.89,179707.75,13.26,13.26,1103.11,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,GANGAVARAM,PANAMAX,Kamsarmax,14971.7,9.3,167409.33,5.28,18.36,291724.16,9.31,9.31,774.12,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,GANGAVARAM,PANAMAX,Standard,13973.58,9.3,157860.38,5.54,18.36,275276.08,9.74,9.74,810.21,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,GANGAVARAM,SUPRAMAX,Standard,11977.36,9.3,128488.21,6.2,18.36,224202.3,10.98,10.98,913.49,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,GOPALPUR,HANDYSIZE,Standard,8983.02,10.64,106854.99,7.89,20.1,185400.73,13.78,13.78,1146.26,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,GOPALPUR,PANAMAX,Standard,13973.58,10.35,163687.39,5.83,19.56,283831.74,10.1,10.1,840.32,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,GOPALPUR,SUPRAMAX,Standard,11977.36,10.35,133314.19,6.55,19.56,231245.3,11.41,11.41,949.14,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,PARADIP,HANDYSIZE,Standard,8983.02,10.42,108246.99,7.87,20.01,188243.87,13.84,13.84,1151.53,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,PARADIP,PANAMAX,Kamsarmax,14971.7,10.13,175892.41,5.55,19.46,305478.48,9.7,9.7,806.76,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,PARADIP,PANAMAX,Standard,13973.58,10.13,165914.29,5.82,19.46,288291.16,10.15,10.15,843.93,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,PARADIP,SUPRAMAX,Standard,11977.36,10.13,135085.02,6.53,19.46,234830.05,11.46,11.46,953.08,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,SANDHEADS,HANDYSIZE,Standard,8983.02,11.93,112922.33,8.44,21.68,194692.83,14.51,14.51,1207.19,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,SANDHEADS,PANAMAX,Kamsarmax,14971.7,11.63,183013.83,5.94,21.11,315499.09,10.15,10.15,844.31,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,SANDHEADS,PANAMAX,Standard,13973.58,11.63,172799.67,6.22,21.11,297905.18,10.61,10.61,882.8,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,SANDHEADS,SUPRAMAX,Standard,11977.36,11.63,140818.17,7.0,21.11,242780.23,12.01,12.01,999.24,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,VIZAG,HANDYSIZE,Standard,8983.02,10.8,104971.32,7.87,20.1,181743.45,13.67,13.67,1136.8,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,VIZAG,PANAMAX,Kamsarmax,14971.7,10.51,170259.31,5.55,19.58,294574.14,9.58,9.58,796.86,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,VIZAG,PANAMAX,Standard,13973.58,10.51,160710.35,5.82,19.58,278126.06,10.02,10.02,833.79,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,KALIMANTAN_ID,VIZAG,SUPRAMAX,Standard,11977.36,10.51,130931.05,6.54,19.58,226645.14,11.32,11.32,941.79,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,MAPUTO_MZ,PARADIP,HANDYSIZE,Standard,8983.02,15.01,169617.83,11.08,28.49,293955.13,19.53,19.53,1624.3,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,MAPUTO_MZ,PARADIP,PANAMAX,Kamsarmax,14971.7,14.53,276210.12,7.71,27.61,478275.74,13.53,13.53,1125.29,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,MAPUTO_MZ,PARADIP,PANAMAX,Standard,13973.58,14.53,260330.96,8.05,27.61,450923.87,14.1,14.1,1172.56,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,MAPUTO_MZ,PARADIP,SUPRAMAX,Standard,11977.36,14.53,211798.56,9.12,27.61,366969.13,16.05,16.05,1335.36,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,MAPUTO_MZ,VIZAG,HANDYSIZE,Standard,8983.02,15.05,161878.82,10.85,27.97,279766.62,18.94,18.94,1575.19,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,MAPUTO_MZ,VIZAG,PANAMAX,Kamsarmax,14971.7,14.6,263281.19,7.56,27.14,454804.32,13.13,13.13,1092.23,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,MAPUTO_MZ,VIZAG,PANAMAX,Standard,13973.58,14.6,248260.35,7.89,27.14,428930.94,13.69,13.69,1138.52,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,MAPUTO_MZ,VIZAG,SUPRAMAX,Standard,11977.36,14.6,202065.42,8.94,27.14,349174.1,15.58,15.58,1296.27,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,DHAMRA,HANDYSIZE,Standard,8983.02,20.06,245636.76,14.87,38.44,425762.39,26.44,26.44,2199.33,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,DHAMRA,PANAMAX,Kamsarmax,14971.7,19.36,400752.61,10.27,37.16,694010.67,18.19,18.19,1512.68,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,DHAMRA,PANAMAX,Standard,13973.58,19.36,377448.86,10.69,37.16,653869.96,18.9,18.9,1572.18,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,DHAMRA,SUPRAMAX,Standard,11977.36,19.36,306882.06,12.18,37.16,531788.03,21.64,21.64,1799.7,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,GANGAVARAM,HANDYSIZE,Standard,8983.02,20.0,242414.79,14.75,38.16,419960.61,26.18,26.18,2177.59,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,GANGAVARAM,PANAMAX,Kamsarmax,14971.7,19.31,395404.13,10.19,36.89,684445.19,18.01,18.01,1498.04,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,GANGAVARAM,PANAMAX,Standard,13973.58,19.31,372443.71,10.6,36.89,644895.88,18.72,18.72,1557.1,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,GANGAVARAM,SUPRAMAX,Standard,11977.36,19.31,302837.17,12.08,36.89,524518.38,21.43,21.43,1782.31,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,GOPALPUR,HANDYSIZE,Standard,8983.02,20.98,245218.32,15.11,39.22,423731.57,26.59,26.59,2212.15,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,GOPALPUR,PANAMAX,Standard,13973.58,20.29,376554.05,10.86,37.94,650494.57,19.01,19.01,1581.23,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,GOPALPUR,SUPRAMAX,Standard,11977.36,20.29,306268.35,12.38,37.94,529158.85,21.77,21.77,1811.01,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,PARADIP,HANDYSIZE,Standard,8983.02,20.67,245494.49,15.04,38.97,424652.69,26.55,26.55,2208.82,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,PARADIP,PANAMAX,Kamsarmax,14971.7,19.98,400239.29,10.38,37.69,691915.98,18.26,18.26,1519.1,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,PARADIP,PANAMAX,Standard,13973.58,19.98,377064.29,10.8,37.69,651997.04,18.98,18.98,1578.87,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,PARADIP,SUPRAMAX,Standard,11977.36,19.98,306644.39,12.32,37.69,530341.08,21.74,21.74,1808.0,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,SANDHEADS,HANDYSIZE,Standard,8983.02,22.17,249946.67,15.6,40.61,430717.25,27.2,27.2,2262.76,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,SANDHEADS,PANAMAX,Kamsarmax,14971.7,21.47,406995.92,10.76,39.32,701308.22,18.7,18.7,1555.5,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,SANDHEADS,PANAMAX,Standard,13973.58,21.47,383606.33,11.19,39.32,661019.67,19.43,19.43,1616.55,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,SANDHEADS,SUPRAMAX,Standard,11977.36,21.47,312098.58,12.78,39.32,537810.74,22.27,22.27,1852.77,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,VIZAG,HANDYSIZE,Standard,8983.02,21.22,244450.49,15.16,39.37,421996.31,26.58,26.58,2211.29,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,VIZAG,PANAMAX,Kamsarmax,14971.7,20.53,398254.1,10.46,38.11,687295.17,18.28,18.28,1520.79,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,VIZAG,PANAMAX,Standard,13973.58,20.53,375293.69,10.89,38.11,647745.85,19.0,19.0,1580.68,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NEWCASTLE_AU,VIZAG,SUPRAMAX,Standard,11977.36,20.53,305280.0,12.42,38.11,526961.22,21.77,21.77,1810.61,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NORFOLK_US,PARADIP,HANDYSIZE,Standard,8983.02,36.34,455271.16,25.99,67.96,785993.0,45.98,45.98,3824.85,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NORFOLK_US,PARADIP,PANAMAX,Kamsarmax,14971.7,35.05,743143.45,17.76,65.56,1282568.4,31.35,31.35,2607.89,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NORFOLK_US,PARADIP,PANAMAX,Standard,13973.58,35.05,699797.62,18.42,65.56,1207905.2,32.49,32.49,2702.2,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NORFOLK_US,PARADIP,SUPRAMAX,Standard,11977.36,35.05,568865.22,21.17,65.56,982016.46,37.45,37.45,3114.7,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NORFOLK_US,VIZAG,HANDYSIZE,Standard,8983.02,36.38,447532.16,25.76,67.43,771804.48,45.39,45.39,3775.74,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NORFOLK_US,VIZAG,PANAMAX,Kamsarmax,14971.7,35.11,730214.52,17.61,65.08,1259096.99,30.95,30.95,2574.83,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NORFOLK_US,VIZAG,PANAMAX,Standard,13973.58,35.11,687727.02,18.26,65.08,1185912.27,32.08,32.08,2668.15,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,NORFOLK_US,VIZAG,SUPRAMAX,Standard,11977.36,35.11,559132.09,20.99,65.08,964221.43,36.98,36.98,3075.61,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,VOSTOCHNY_RU,PARADIP,HANDYSIZE,Standard,8983.02,20.01,236567.82,14.57,37.74,409276.51,25.73,25.73,2140.05,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,VOSTOCHNY_RU,PARADIP,PANAMAX,Kamsarmax,14971.7,19.34,385647.62,10.07,36.51,666781.83,17.71,17.71,1472.77,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,VOSTOCHNY_RU,PARADIP,PANAMAX,Standard,13973.58,19.34,363330.96,10.48,36.51,628341.37,18.41,18.41,1531.07,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,VOSTOCHNY_RU,PARADIP,SUPRAMAX,Standard,11977.36,19.34,295486.06,11.94,36.51,511120.85,21.07,21.07,1752.39,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,VOSTOCHNY_RU,VIZAG,HANDYSIZE,Standard,8983.02,20.38,233292.16,14.57,37.83,402776.08,25.55,25.55,2125.33,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,VOSTOCHNY_RU,VIZAG,PANAMAX,Kamsarmax,14971.7,19.73,380014.52,10.07,36.62,655877.49,17.59,17.59,1462.88,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,VOSTOCHNY_RU,VIZAG,PANAMAX,Standard,13973.58,19.73,358127.02,10.48,36.62,618176.27,18.28,18.28,1520.93,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-25,VOSTOCHNY_RU,VIZAG,SUPRAMAX,Standard,11977.36,19.73,291332.09,11.95,36.62,502935.93,20.93,20.93,1741.1,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-26,KALIMANTAN_ID,DHAMRA,HANDYSIZE,Standard,8804.53,9.79,108408.44,7.64,19.45,189392.55,13.61,13.61,1133.21,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-26,KALIMANTAN_ID,DHAMRA,PANAMAX,Kamsarmax,14674.22,9.49,176435.36,5.4,18.89,307632.53,9.54,9.54,794.42,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-26,KALIMANTAN_ID,DHAMRA,PANAMAX,Standard,13695.94,9.49,166327.35,5.66,18.89,290221.48,9.99,9.99,831.18,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-26,KALIMANTAN_ID,DHAMRA,SUPRAMAX,Standard,11739.38,9.49,135346.29,6.34,18.89,236324.8,11.26,11.26,937.47,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-26,KALIMANTAN_ID,GANGAVARAM,HANDYSIZE,Standard,8804.53,9.58,103166.25,7.42,18.89,180110.38,13.17,13.17,1096.18,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-26,KALIMANTAN_ID,GANGAVARAM,PANAMAX,Kamsarmax,14674.22,9.3,167784.41,5.25,18.36,292377.77,9.24,9.24,769.48,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-26,KALIMANTAN_ID,GANGAVARAM,PANAMAX,Standard,13695.94,9.3,158214.06,5.51,18.36,275892.83,9.68,9.68,805.46,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-26,KALIMANTAN_ID,GANGAVARAM,SUPRAMAX,Standard,11739.38,9.3,128776.08,6.16,18.36,224704.62,10.9,10.9,907.71,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-26,KALIMANTAN_ID,GOPALPUR,HANDYSIZE,Standard,8804.53,10.64,107094.4,7.84,20.1,185816.12,13.68,13.68,1138.83,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-26,KALIMANTAN_ID,GOPALPUR,PANAMAX,Standard,13695.94,10.35,164054.12,5.8,19.56,284467.65,10.03,10.03,835.22,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2023-10-26,KALIMANTAN_ID,GOPALPUR,SUPRAMAX,Standard,11739.38,10.35,133612.88,6.5,19.56,231763.4,11.33,11.33,942.94,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
