date,origin,destination,vessel_type,vessel_variant,freight_rate_usd_mt,bdi,bdi_lag_1,bdi_lag_7,bdi_rolling_mean_7,bdi_rolling_std_7,bdi_rolling_mean_30,bunker_vlsfo,bunker_vlsfo_lag_1,bunker_change_pct_7d,usd_inr,usd_inr_lag_1,usd_inr_change_pct_7d,day_of_week,month,bdi_momentum_14d,bunker_bdi_ratio
2023-03-01,NEWCASTLE_AU,GOPALPUR,SUPRAMAX,Standard,22.17,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NEWCASTLE_AU,PARADIP,HANDYSIZE,Standard,27.01,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NEWCASTLE_AU,PARADIP,PANAMAX,Kamsarmax,18.57,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NEWCASTLE_AU,PARADIP,PANAMAX,Standard,19.29,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NEWCASTLE_AU,PARADIP,SUPRAMAX,Standard,22.13,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NEWCASTLE_AU,SANDHEADS,HANDYSIZE,Standard,27.69,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NEWCASTLE_AU,SANDHEADS,PANAMAX,Kamsarmax,19.03,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NEWCASTLE_AU,SANDHEADS,PANAMAX,Standard,19.77,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NEWCASTLE_AU,SANDHEADS,SUPRAMAX,Standard,22.69,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NEWCASTLE_AU,VIZAG,HANDYSIZE,Standard,27.06,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NEWCASTLE_AU,VIZAG,PANAMAX,Kamsarmax,18.6,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NEWCASTLE_AU,VIZAG,PANAMAX,Standard,19.32,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NEWCASTLE_AU,VIZAG,SUPRAMAX,Standard,22.17,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NORFOLK_US,PARADIP,HANDYSIZE,Standard,46.73,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NORFOLK_US,PARADIP,PANAMAX,Kamsarmax,31.84,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NORFOLK_US,PARADIP,PANAMAX,Standard,32.98,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NORFOLK_US,PARADIP,SUPRAMAX,Standard,38.08,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NORFOLK_US,VIZAG,HANDYSIZE,Standard,46.14,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NORFOLK_US,VIZAG,PANAMAX,Kamsarmax,31.45,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NORFOLK_US,VIZAG,PANAMAX,Standard,32.58,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,NORFOLK_US,VIZAG,SUPRAMAX,Standard,37.61,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,VOSTOCHNY_RU,PARADIP,HANDYSIZE,Standard,26.17,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,VOSTOCHNY_RU,PARADIP,PANAMAX,Kamsarmax,18.0,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,VOSTOCHNY_RU,PARADIP,PANAMAX,Standard,18.71,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,VOSTOCHNY_RU,PARADIP,SUPRAMAX,Standard,21.45,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,VOSTOCHNY_RU,VIZAG,HANDYSIZE,Standard,26.01,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,VOSTOCHNY_RU,VIZAG,PANAMAX,Kamsarmax,17.89,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,VOSTOCHNY_RU,VIZAG,PANAMAX,Standard,18.59,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-01,VOSTOCHNY_RU,VIZAG,SUPRAMAX,Standard,21.32,,,,,,,645.0,639.0,-0.013761467889908285,82.43,82.57,-0.0036262540795357623,2,3,,
2023-03-02,KALIMANTAN_ID,DHAMRA,HANDYSIZE,Standard,14.1,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,DHAMRA,PANAMAX,Kamsarmax,9.87,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,DHAMRA,PANAMAX,Standard,10.32,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,DHAMRA,SUPRAMAX,Standard,11.67,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,GANGAVARAM,HANDYSIZE,Standard,13.64,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,GANGAVARAM,PANAMAX,Kamsarmax,9.56,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,GANGAVARAM,PANAMAX,Standard,10.0,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,GANGAVARAM,SUPRAMAX,Standard,11.31,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,GOPALPUR,HANDYSIZE,Standard,14.19,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,GOPALPUR,PANAMAX,Standard,10.39,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,GOPALPUR,SUPRAMAX,Standard,11.76,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,PARADIP,HANDYSIZE,Standard,14.25,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,PARADIP,PANAMAX,Kamsarmax,9.97,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,PARADIP,PANAMAX,Standard,10.43,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,PARADIP,SUPRAMAX,Standard,11.8,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,SANDHEADS,HANDYSIZE,Standard,14.96,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,SANDHEADS,PANAMAX,Kamsarmax,10.45,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,SANDHEADS,PANAMAX,Standard,10.92,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,SANDHEADS,SUPRAMAX,Standard,12.39,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,VIZAG,HANDYSIZE,Standard,14.08,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,VIZAG,PANAMAX,Kamsarmax,9.86,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,VIZAG,PANAMAX,Standard,10.31,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,KALIMANTAN_ID,VIZAG,SUPRAMAX,Standard,11.67,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,MAPUTO_MZ,PARADIP,HANDYSIZE,Standard,20.08,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,MAPUTO_MZ,PARADIP,PANAMAX,Kamsarmax,13.9,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,MAPUTO_MZ,PARADIP,PANAMAX,Standard,14.48,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,MAPUTO_MZ,PARADIP,SUPRAMAX,Standard,16.52,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,MAPUTO_MZ,VIZAG,HANDYSIZE,Standard,19.49,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,MAPUTO_MZ,VIZAG,PANAMAX,Kamsarmax,13.5,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,MAPUTO_MZ,VIZAG,PANAMAX,Standard,14.07,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,MAPUTO_MZ,VIZAG,SUPRAMAX,Standard,16.05,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,DHAMRA,HANDYSIZE,Standard,27.16,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,DHAMRA,PANAMAX,Kamsarmax,18.67,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,DHAMRA,PANAMAX,Standard,19.39,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,DHAMRA,SUPRAMAX,Standard,22.24,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,GANGAVARAM,HANDYSIZE,Standard,26.9,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,GANGAVARAM,PANAMAX,Kamsarmax,18.49,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,GANGAVARAM,PANAMAX,Standard,19.21,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,GANGAVARAM,SUPRAMAX,Standard,22.03,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,GOPALPUR,HANDYSIZE,Standard,27.34,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,GOPALPUR,PANAMAX,Standard,19.52,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,GOPALPUR,SUPRAMAX,Standard,22.4,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,PARADIP,HANDYSIZE,Standard,27.3,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,PARADIP,PANAMAX,Kamsarmax,18.76,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,PARADIP,PANAMAX,Standard,19.49,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,PARADIP,SUPRAMAX,Standard,22.36,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,SANDHEADS,HANDYSIZE,Standard,27.99,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,SANDHEADS,PANAMAX,Kamsarmax,19.22,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,SANDHEADS,PANAMAX,Standard,19.97,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,SANDHEADS,SUPRAMAX,Standard,22.93,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,VIZAG,HANDYSIZE,Standard,27.34,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,VIZAG,PANAMAX,Kamsarmax,18.79,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,VIZAG,PANAMAX,Standard,19.52,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NEWCASTLE_AU,VIZAG,SUPRAMAX,Standard,22.4,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NORFOLK_US,PARADIP,HANDYSIZE,Standard,47.23,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NORFOLK_US,PARADIP,PANAMAX,Kamsarmax,32.18,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NORFOLK_US,PARADIP,PANAMAX,Standard,33.33,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NORFOLK_US,PARADIP,SUPRAMAX,Standard,38.49,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NORFOLK_US,VIZAG,HANDYSIZE,Standard,46.64,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NORFOLK_US,VIZAG,PANAMAX,Kamsarmax,31.78,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NORFOLK_US,VIZAG,PANAMAX,Standard,32.92,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,NORFOLK_US,VIZAG,SUPRAMAX,Standard,38.02,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,VOSTOCHNY_RU,PARADIP,HANDYSIZE,Standard,26.45,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,VOSTOCHNY_RU,PARADIP,PANAMAX,Kamsarmax,18.18,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,VOSTOCHNY_RU,PARADIP,PANAMAX,Standard,18.9,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,VOSTOCHNY_RU,PARADIP,SUPRAMAX,Standard,21.67,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,VOSTOCHNY_RU,VIZAG,HANDYSIZE,Standard,26.28,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,VOSTOCHNY_RU,VIZAG,PANAMAX,Kamsarmax,18.07,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,VOSTOCHNY_RU,VIZAG,PANAMAX,Standard,18.78,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-02,VOSTOCHNY_RU,VIZAG,SUPRAMAX,Standard,21.54,,,,,,,649.5,645.0,-0.001537279016141424,82.41,82.43,-0.005310802655401292,3,3,,
2023-03-03,KALIMANTAN_ID,DHAMRA,HANDYSIZE,Standard,14.32,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,DHAMRA,PANAMAX,Kamsarmax,10.02,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,DHAMRA,PANAMAX,Standard,10.47,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,DHAMRA,SUPRAMAX,Standard,11.85,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,GANGAVARAM,HANDYSIZE,Standard,13.85,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,GANGAVARAM,PANAMAX,Kamsarmax,9.71,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,GANGAVARAM,PANAMAX,Standard,10.15,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,GANGAVARAM,SUPRAMAX,Standard,11.48,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,GOPALPUR,HANDYSIZE,Standard,14.42,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,GOPALPUR,PANAMAX,Standard,10.54,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,GOPALPUR,SUPRAMAX,Standard,11.95,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,PARADIP,HANDYSIZE,Standard,14.47,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,PARADIP,PANAMAX,Kamsarmax,10.12,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,PARADIP,PANAMAX,Standard,10.58,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,PARADIP,SUPRAMAX,Standard,11.99,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,SANDHEADS,HANDYSIZE,Standard,15.21,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,SANDHEADS,PANAMAX,Kamsarmax,10.62,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,SANDHEADS,PANAMAX,Standard,11.09,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,SANDHEADS,SUPRAMAX,Standard,12.59,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,VIZAG,HANDYSIZE,Standard,14.31,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,VIZAG,PANAMAX,Kamsarmax,10.01,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,VIZAG,PANAMAX,Standard,10.47,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,KALIMANTAN_ID,VIZAG,SUPRAMAX,Standard,11.86,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,MAPUTO_MZ,PARADIP,HANDYSIZE,Standard,20.4,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,MAPUTO_MZ,PARADIP,PANAMAX,Kamsarmax,14.11,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,MAPUTO_MZ,PARADIP,PANAMAX,Standard,14.69,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,MAPUTO_MZ,PARADIP,SUPRAMAX,Standard,16.78,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,MAPUTO_MZ,VIZAG,HANDYSIZE,Standard,19.8,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,MAPUTO_MZ,VIZAG,PANAMAX,Kamsarmax,13.71,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,MAPUTO_MZ,VIZAG,PANAMAX,Standard,14.28,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,MAPUTO_MZ,VIZAG,SUPRAMAX,Standard,16.31,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,DHAMRA,HANDYSIZE,Standard,27.59,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,DHAMRA,PANAMAX,Kamsarmax,18.95,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,DHAMRA,PANAMAX,Standard,19.68,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,DHAMRA,SUPRAMAX,Standard,22.59,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,GANGAVARAM,HANDYSIZE,Standard,27.32,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,GANGAVARAM,PANAMAX,Kamsarmax,18.77,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,GANGAVARAM,PANAMAX,Standard,19.5,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,GANGAVARAM,SUPRAMAX,Standard,22.38,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,GOPALPUR,HANDYSIZE,Standard,27.78,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,GOPALPUR,PANAMAX,Standard,19.82,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,GOPALPUR,SUPRAMAX,Standard,22.76,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,PARADIP,HANDYSIZE,Standard,27.72,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,PARADIP,PANAMAX,Kamsarmax,19.04,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,PARADIP,PANAMAX,Standard,19.78,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,PARADIP,SUPRAMAX,Standard,22.71,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,SANDHEADS,HANDYSIZE,Standard,28.43,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,SANDHEADS,PANAMAX,Kamsarmax,19.52,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,SANDHEADS,PANAMAX,Standard,20.28,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,SANDHEADS,SUPRAMAX,Standard,23.3,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,VIZAG,HANDYSIZE,Standard,27.77,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,VIZAG,PANAMAX,Kamsarmax,19.08,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
2023-03-03,NEWCASTLE_AU,VIZAG,PANAMAX,Standard,19.82,,,,,,,648.0,649.5,0.010132501948558081,81.98,82.41,-0.009664170089393576,4,3,,
