date,origin,destination,vessel_type,estimated_charter_rate_usd_day,one_way_voyage_days,one_way_bunker_cost_usd,one_way_cost_usd_mt,commercial_voyage_days,commercial_bunker_cost_usd,estimated_spot_freight_usd_mt,estimated_freight_rate_usd_mt,estimated_freight_rate_inr_mt,calibration_status,methodology,data_type
2024-01-01,KALIMANTAN_ID,HALDIA,PANAMAX,14000.0,11.22,166124.18,6.05,20.83,287280.76,10.41,10.41,866.22,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-01,KALIMANTAN_ID,PARADIP,CAPESIZE,22000.0,10.13,245006.86,3.63,19.46,425087.22,6.34,6.34,527.62,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-01,KALIMANTAN_ID,PARADIP,PANAMAX,14000.0,10.13,157860.2,5.71,19.46,274296.45,9.95,9.95,828.01,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-01,KALIMANTAN_ID,VIZAG,CAPESIZE,22000.0,10.51,236832.55,3.64,19.58,409537.39,6.27,6.27,521.26,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-01,KALIMANTAN_ID,VIZAG,PANAMAX,14000.0,10.51,152908.88,5.72,19.58,264624.8,9.84,9.84,818.46,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-01,NEWCASTLE_AU,HALDIA,PANAMAX,14000.0,21.08,367024.18,10.89,39.06,633331.01,19.0,19.0,1580.84,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-01,NEWCASTLE_AU,PARADIP,CAPESIZE,22000.0,19.98,558913.11,6.76,37.69,965790.73,11.88,11.88,988.51,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-01,NEWCASTLE_AU,PARADIP,PANAMAX,14000.0,19.98,358760.2,10.55,37.69,620346.7,18.54,18.54,1542.63,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-01,NEWCASTLE_AU,VIZAG,CAPESIZE,22000.0,20.53,555842.96,6.81,38.11,959032.83,11.9,11.9,989.65,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-01,NEWCASTLE_AU,VIZAG,PANAMAX,14000.0,20.53,357075.55,10.64,38.11,616301.88,18.57,18.57,1544.7,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-02,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,165863.39,6.76,20.83,286829.77,11.75,11.75,978.49,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-02,KALIMANTAN_ID,PARADIP,CAPESIZE,40597.74,10.13,244622.23,4.74,19.46,424419.89,8.47,8.47,705.4,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-02,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,157612.38,6.36,19.46,273865.84,11.2,11.2,932.91,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-02,KALIMANTAN_ID,VIZAG,CAPESIZE,40597.74,10.51,236460.75,4.78,19.58,408894.47,8.4,8.4,700.12,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-02,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,152668.83,6.39,19.58,264209.37,11.09,11.09,923.99,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-02,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,366448.0,12.23,39.06,632336.77,21.5,21.5,1791.14,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-02,NEWCASTLE_AU,PARADIP,CAPESIZE,40597.74,19.98,558035.7,8.94,37.69,964274.58,16.0,16.0,1332.72,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-02,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,358196.99,11.83,37.69,619372.84,20.95,20.95,1745.57,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-02,NEWCASTLE_AU,VIZAG,CAPESIZE,40597.74,20.53,554970.37,9.05,38.11,957527.28,16.06,16.06,1337.63,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-02,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,356514.99,11.95,38.11,615334.37,21.0,21.0,1749.85,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-03,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,165211.41,6.75,20.83,285702.3,11.73,11.73,977.03,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-03,KALIMANTAN_ID,PARADIP,CAPESIZE,38662.04,10.13,243660.67,4.62,19.46,422751.58,8.24,8.24,686.04,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-03,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,156992.83,6.35,19.46,272789.32,11.18,11.18,931.52,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-03,KALIMANTAN_ID,VIZAG,CAPESIZE,38662.04,10.51,235531.27,4.66,19.58,407287.18,8.17,8.17,680.68,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-03,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,152068.72,6.38,19.58,263170.81,11.08,11.08,922.64,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-03,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,365007.56,12.21,39.06,629851.17,21.46,21.46,1787.97,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-03,NEWCASTLE_AU,PARADIP,CAPESIZE,38662.04,19.98,555842.16,8.7,37.69,960484.19,15.55,15.55,1294.95,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-03,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,356788.99,11.81,37.69,616938.2,20.92,20.92,1742.46,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-03,NEWCASTLE_AU,VIZAG,CAPESIZE,38662.04,20.53,552788.88,8.8,38.11,953763.42,15.6,15.6,1299.48,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-03,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,355113.59,11.93,38.11,612915.61,20.97,20.97,1746.77,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-04,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,165211.41,6.75,20.83,285702.3,11.73,11.73,975.97,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-04,KALIMANTAN_ID,PARADIP,CAPESIZE,41416.23,10.13,243660.67,4.78,19.46,422751.58,8.55,8.55,711.54,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-04,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,156992.83,6.35,19.46,272789.32,11.18,11.18,930.51,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-04,KALIMANTAN_ID,VIZAG,CAPESIZE,41416.23,10.51,235531.27,4.83,19.58,407287.18,8.49,8.49,706.33,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-04,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,152068.72,6.38,19.58,263170.81,11.08,11.08,921.64,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-04,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,365007.56,12.21,39.06,629851.17,21.46,21.46,1786.04,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-04,NEWCASTLE_AU,PARADIP,CAPESIZE,41416.23,19.98,555842.16,9.02,37.69,960484.19,16.16,16.16,1344.36,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-04,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,356788.99,11.81,37.69,616938.2,20.92,20.92,1740.58,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-04,NEWCASTLE_AU,VIZAG,CAPESIZE,41416.23,20.53,552788.88,9.14,38.11,953763.42,16.22,16.22,1349.45,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-04,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,355113.59,11.93,38.11,612915.61,20.97,20.97,1744.88,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-05,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,165602.6,6.76,20.83,286378.78,11.74,11.74,976.19,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-05,KALIMANTAN_ID,PARADIP,CAPESIZE,40210.16,10.13,244237.61,4.71,19.46,423752.57,8.42,8.42,700.12,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-05,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,157364.56,6.35,19.46,273435.23,11.19,11.19,930.72,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-05,KALIMANTAN_ID,VIZAG,CAPESIZE,40210.16,10.51,236088.96,4.76,19.58,408251.55,8.36,8.36,694.83,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-05,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,152428.79,6.38,19.58,263793.95,11.09,11.09,921.83,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-05,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,365871.83,12.23,39.06,631342.53,21.49,21.49,1786.73,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-05,NEWCASTLE_AU,PARADIP,CAPESIZE,40210.16,19.98,557158.28,8.89,37.69,962758.43,15.9,15.9,1322.43,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-05,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,357633.79,11.82,37.69,618398.98,20.94,20.94,1741.27,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-05,NEWCASTLE_AU,VIZAG,CAPESIZE,40210.16,20.53,554097.77,9.0,38.11,956021.74,15.96,15.96,1327.26,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-05,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,355954.43,11.94,38.11,614366.87,20.99,20.99,1745.55,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-08,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,164689.83,6.75,20.83,284800.32,11.72,11.72,973.96,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-08,KALIMANTAN_ID,PARADIP,CAPESIZE,36388.98,10.13,242891.42,4.48,19.46,421416.92,7.97,7.97,662.36,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-08,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,156497.2,6.34,19.46,271928.11,11.17,11.17,928.59,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-08,KALIMANTAN_ID,VIZAG,CAPESIZE,36388.98,10.51,234787.68,4.51,19.58,406001.35,7.9,7.9,656.9,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-08,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,151588.63,6.37,19.58,262339.97,11.06,11.06,919.77,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-08,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,363855.21,12.2,39.06,627862.69,21.44,21.44,1781.96,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-08,NEWCASTLE_AU,PARADIP,CAPESIZE,36388.98,19.98,554087.33,8.42,37.69,957451.88,15.02,15.02,1248.93,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-08,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,355662.58,11.79,37.69,614990.48,20.89,20.89,1736.59,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-08,NEWCASTLE_AU,VIZAG,CAPESIZE,36388.98,20.53,551043.69,8.52,38.11,950752.33,15.07,15.07,1253.0,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-08,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,353992.48,11.91,38.11,610980.59,20.94,20.94,1740.9,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-09,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,163125.08,6.72,20.83,282094.38,11.68,11.68,970.28,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-09,KALIMANTAN_ID,PARADIP,CAPESIZE,33962.26,10.13,240583.66,4.32,19.46,417412.96,7.67,7.67,637.01,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-09,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,155010.29,6.32,19.46,269344.47,11.13,11.13,925.08,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-09,KALIMANTAN_ID,VIZAG,CAPESIZE,33962.26,10.51,232556.92,4.35,19.58,402143.85,7.6,7.6,631.48,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-09,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,150148.36,6.35,19.58,259847.43,11.03,11.03,916.37,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-09,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,360398.15,12.15,39.06,621897.25,21.35,21.35,1774.02,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-09,NEWCASTLE_AU,PARADIP,CAPESIZE,33962.26,19.98,548822.84,8.1,37.69,948354.95,14.43,14.43,1199.17,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-09,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,352283.36,11.74,37.69,609147.34,20.81,20.81,1728.82,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-09,NEWCASTLE_AU,VIZAG,CAPESIZE,33962.26,20.53,545808.12,8.19,38.11,941719.05,14.48,14.48,1202.79,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-09,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,350629.13,11.86,38.11,605175.55,20.86,20.86,1733.17,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-10,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,163516.26,6.73,20.83,282770.86,11.69,11.69,970.15,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-10,KALIMANTAN_ID,PARADIP,CAPESIZE,35792.16,10.13,241160.6,4.43,19.46,418413.95,7.88,7.88,654.27,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-10,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,155382.01,6.32,19.46,269990.38,11.14,11.14,924.96,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-10,KALIMANTAN_ID,VIZAG,CAPESIZE,35792.16,10.51,233114.61,4.47,19.58,403108.23,7.82,7.82,648.83,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-10,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,150508.43,6.36,19.58,260470.56,11.04,11.04,916.23,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-10,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,361262.42,12.16,39.06,623388.61,21.37,21.37,1774.08,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-10,NEWCASTLE_AU,PARADIP,CAPESIZE,35792.16,19.98,550138.96,8.33,37.69,950629.19,14.85,14.85,1232.81,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-10,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,353128.17,11.75,37.69,610608.13,20.83,20.83,1728.89,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-10,NEWCASTLE_AU,VIZAG,CAPESIZE,35792.16,20.53,547117.01,8.42,38.11,943977.37,14.9,14.9,1236.78,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-10,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,351469.96,11.88,38.11,606626.81,20.88,20.88,1733.23,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-11,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,162342.7,6.71,20.83,280741.4,11.66,11.66,967.98,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-11,KALIMANTAN_ID,PARADIP,CAPESIZE,35140.44,10.13,239429.78,4.38,19.46,415410.98,7.79,7.79,646.77,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-11,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,154266.83,6.31,19.46,268052.65,11.12,11.12,922.88,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-11,KALIMANTAN_ID,VIZAG,CAPESIZE,35140.44,10.51,231441.54,4.42,19.58,400215.11,7.72,7.72,641.35,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-11,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,149428.22,6.34,19.58,258601.15,11.01,11.01,914.23,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-11,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,358669.63,12.12,39.06,618914.53,21.31,21.31,1769.2,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-11,NEWCASTLE_AU,PARADIP,CAPESIZE,35140.44,19.98,546190.6,8.23,37.69,943806.49,14.67,14.67,1217.78,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-11,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,350593.76,11.72,37.69,606225.77,20.76,20.76,1724.1,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-11,NEWCASTLE_AU,VIZAG,CAPESIZE,35140.44,20.53,543190.34,8.32,38.11,937202.41,14.71,14.71,1221.64,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-11,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,348947.45,11.84,38.11,602273.03,20.82,20.82,1728.48,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-12,KALIMANTAN_ID,HALDIA,PANAMAX,18500.0,11.22,163516.26,6.73,20.83,282770.86,11.69,11.69,969.1,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-12,KALIMANTAN_ID,PARADIP,CAPESIZE,35244.52,10.13,241160.6,4.4,19.46,418413.95,7.82,7.82,648.36,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-12,KALIMANTAN_ID,PARADIP,PANAMAX,18500.0,10.13,155382.01,6.32,19.46,269990.38,11.14,11.14,923.95,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-12,KALIMANTAN_ID,VIZAG,CAPESIZE,35244.52,10.51,233114.61,4.43,19.58,403108.23,7.75,7.75,642.9,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-12,KALIMANTAN_ID,VIZAG,PANAMAX,18500.0,10.51,150508.43,6.36,19.58,260470.56,11.04,11.04,915.23,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-12,NEWCASTLE_AU,HALDIA,PANAMAX,18500.0,21.08,361262.42,12.16,39.06,623388.61,21.37,21.37,1772.16,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-12,NEWCASTLE_AU,PARADIP,CAPESIZE,35244.52,19.98,550138.96,8.26,37.69,950629.19,14.73,14.73,1221.4,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-12,NEWCASTLE_AU,PARADIP,PANAMAX,18500.0,19.98,353128.17,11.75,37.69,610608.13,20.83,20.83,1727.01,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-12,NEWCASTLE_AU,VIZAG,CAPESIZE,35244.52,20.53,547117.01,8.36,38.11,943977.37,14.78,14.78,1225.26,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-12,NEWCASTLE_AU,VIZAG,PANAMAX,18500.0,20.53,351469.96,11.88,38.11,606626.81,20.88,20.88,1731.35,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-15,KALIMANTAN_ID,HALDIA,PANAMAX,14000.0,11.22,163255.47,6.01,20.83,282319.87,10.34,10.34,857.54,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-15,KALIMANTAN_ID,PARADIP,CAPESIZE,22000.0,10.13,240775.97,3.61,19.46,417746.62,6.3,6.3,522.32,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-15,KALIMANTAN_ID,PARADIP,PANAMAX,14000.0,10.13,155134.2,5.67,19.46,269559.77,9.89,9.89,819.71,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-15,KALIMANTAN_ID,VIZAG,CAPESIZE,22000.0,10.51,232742.82,3.61,19.58,402465.31,6.22,6.22,516.12,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-15,KALIMANTAN_ID,VIZAG,PANAMAX,14000.0,10.51,150268.38,5.68,19.58,260055.14,9.77,9.77,810.39,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-15,NEWCASTLE_AU,HALDIA,PANAMAX,14000.0,21.08,360686.24,10.8,39.06,622394.37,18.85,18.85,1562.76,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-15,NEWCASTLE_AU,PARADIP,CAPESIZE,22000.0,19.98,549261.55,6.7,37.69,949113.03,11.78,11.78,977.16,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-15,NEWCASTLE_AU,PARADIP,PANAMAX,14000.0,19.98,352564.97,10.46,37.69,609634.27,18.39,18.39,1524.93,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
2024-01-15,NEWCASTLE_AU,VIZAG,CAPESIZE,22000.0,20.53,546244.42,6.75,38.11,942471.82,11.8,11.8,978.36,CALIBRATED_TO_PUBLIC_FIXTURES,SYNTHETIC_VOYAGE_ESTIMATION,DERIVED
